Age,Sex,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance
14,F,2.8,2.553846637,6.648205362,9.384251012,2,0.456261664,Low,Excellent
17,M,3.8,2.326963906,8.478236049,11.48384426,3,0.157079084,Moderate,Poor
18,M,7.6,0.864448467,9.58152592,2.137438347,1,0.414734642,High,Good
13,F,5.4,0.97192832,9.445454224,6.403639312,3,0.303228281,Moderate,Average
16,M,0.8,2.036634697,4.341717204,8.477709884,2,0.611190915,Low,Average
13,F,0.2,1.689594277,5.23422577,9.017757705,4,0.217238229,Moderate,Average
17,M,1.0,0.486688713,6.861432553,3.760877583,4,0.614811341,Low,Poor
16,M,4.1,0.929789728,6.58932574,11.72183275,1,0.377745192,Moderate,Poor
17,F,9.3,2.699949831,7.845349989,8.15265368,2,0.346294562,Low,Average
15,F,6.4,2.06452331,9.668254305,3.643406012,1,0.305556634,Low,Average
16,F,8.0,2.957922953,4.674428268,2.205225117,1,0.673833494,Moderate,Good
15,F,4.7,2.30103759,6.711151991,9.832641988,1,0.562418405,High,Excellent
13,F,3.6,2.825923296,5.154466227,2.797047394,3,0.8517217,High,Good
13,M,1.1,0.648565722,9.36464559,3.410509211,5,0.241610178,Moderate,Excellent
16,M,8.8,2.314454624,9.787481115,7.748300269,2,0.040119579,High,Poor
16,M,7.8,0.06065256,6.872210091,8.035055034,3,0.182023482,High,Good
18,F,1.7,2.012280065,4.624061786,8.868871186,5,0.343356364,Low,Poor
17,F,5.1,1.407846834,8.711768,5.935140127,1,0.17965499,Moderate,Poor
18,F,4.9,1.040280216,8.182848103,9.73898669,4,0.083510678,High,Excellent
17,F,6.3,2.587213057,6.12802496,11.743586,3,0.445338473,High,Excellent
18,F,9.5,2.562803078,9.324444844,4.710949431,2,0.676933664,High,Good
15,F,5.8,0.066905115,9.854991339,9.030286165,2,0.751570767,Moderate,Good
16,M,5.4,1.828515367,7.347123095,11.28468652,5,0.398727325,High,Good
13,M,0.5,1.103496673,7.394367468,8.862867626,3,0.478044595,High,Excellent
17,M,0.6,1.246983005,5.785081031,8.811094986,1,0.755470493,High,Average
17,M,1.9,2.496122218,7.507036216,4.237725691,5,0.35270783,Low,Average
13,M,0.3,0.929519315,6.637853923,7.351302003,2,0.784766211,Moderate,Excellent
18,F,7.4,2.829146432,5.813146162,7.625228436,3,0.967376066,High,Good
17,F,7.2,0.538901479,4.403111179,9.001295625,4,0.880480623,Low,Average
15,F,1.4,1.98816727,5.516247158,11.9682145,1,0.453595337,Moderate,Poor
16,F,8.4,2.016315201,5.187127898,2.336438225,2,0.579518495,Low,Average
13,F,1.5,0.756585484,7.252251907,2.652326613,3,0.716426387,Low,Average
16,F,3.0,0.974251827,7.610020131,2.779500694,4,0.349300442,Moderate,Excellent
17,M,2.5,2.504395478,7.651430346,9.429791345,2,0.7992381,High,Excellent
17,F,3.7,2.285415765,6.329086006,3.363537951,4,0.436916995,High,Average
13,F,2.5,0.987287641,6.527378402,8.224518745,2,0.846841558,Low,Poor
15,F,4.9,1.601869641,9.005430578,5.246688779,5,0.254733895,Moderate,Poor
14,F,4.1,0.185040889,6.857396881,6.573199562,5,0.011378056,Moderate,Good
13,M,9.9,0.626237647,9.926639993,4.156631598,5,0.632688396,High,Average
14,M,0.6,1.457461677,6.63770338,10.66106561,3,0.451889117,Low,Average
18,F,1.4,0.257921206,7.897485668,7.861503242,5,0.059823117,High,Poor
14,M,0.5,2.529997065,4.302177994,11.44563264,3,0.487612353,Moderate,Excellent
15,M,6.3,2.15401863,7.920039547,7.745962497,1,0.168569845,Moderate,Average
18,F,0.5,2.830901012,9.108558366,3.239080306,5,0.629749163,High,Poor
14,F,8.4,2.080400718,9.654747031,3.708704338,3,0.445045578,High,Average
18,F,5.1,2.821204117,9.98392367,11.89073976,2,0.171124752,Moderate,Excellent
14,F,5.3,1.663537667,5.693071874,9.255651973,3,0.411938947,Low,Good
15,F,5.6,1.800655833,7.452220389,2.4927875,3,0.232708808,Moderate,Excellent
14,M,1.7,2.930913164,6.704307913,9.03781005,2,0.65309678,Low,Excellent
14,F,2.0,1.926387441,7.382904883,6.121730468,3,0.295143374,High,Poor
14,F,3.2,0.092359707,4.944717743,5.072083868,2,0.82201735,High,Poor
13,F,5.9,2.17140833,9.136897436,3.540607937,4,0.014163205,Low,Excellent
13,M,2.1,2.716406076,9.45741366,10.39903955,5,0.403417977,Moderate,Poor
13,F,1.2,2.386740749,6.697969979,2.63841379,1,0.617080456,Moderate,Excellent
15,F,9.7,1.751499818,5.682579169,4.898354624,3,0.022608284,Low,Excellent
18,F,0.2,2.013910539,4.845000566,5.063828938,2,0.215841903,Low,Average
17,M,8.0,2.970575368,8.102588949,3.60905284,5,0.32741996,Low,Excellent
14,F,7.9,0.271986266,5.873391038,7.081848833,3,0.021844555,Low,Good
14,F,3.0,2.001734486,9.457231419,2.117026268,5,0.546690705,Moderate,Poor
15,F,1.4,0.850193084,8.026074849,5.009755154,4,0.630868389,High,Good
14,M,1.5,1.92027119,7.874111951,11.33629444,3,0.227522252,Moderate,Poor
13,F,7.0,1.822870728,7.356412695,5.105295693,2,0.543482727,Low,Excellent
17,F,6.4,0.460370496,4.274658037,5.604593871,4,0.999126889,Moderate,Good
16,F,7.8,0.620239937,9.591534614,6.731650482,3,0.886919288,Low,Average
14,M,9.4,1.864888734,7.76762496,7.616933749,5,0.058660832,Low,Excellent
13,F,6.9,0.384689842,9.9643719,10.08708645,4,0.127882464,Low,Excellent
16,F,1.6,0.795542625,7.224138429,3.903212232,2,0.494403321,Low,Excellent
17,F,2.4,2.505736643,8.260665351,10.71746377,3,0.245201115,Moderate,Average
16,M,8.4,0.981274518,4.337257347,9.575493571,5,0.080969237,Low,Good
13,M,2.1,1.464180469,7.790417061,9.226503347,5,0.254554493,Moderate,Excellent
18,F,0.7,2.823421005,8.58789767,2.868045737,4,0.061178098,Moderate,Good
18,M,7.0,0.681447267,8.671085769,2.2164069,3,0.529912442,High,Excellent
16,M,4.0,1.168878052,8.620669913,7.940127009,5,0.490250104,Moderate,Excellent
15,M,9.2,1.819373327,5.357695764,10.63133963,4,0.006326154,High,Excellent
16,F,6.5,2.266016789,9.852390866,7.844414641,1,0.482516396,High,Average
14,F,0.9,2.70496016,9.971092724,4.132348654,5,0.519805147,High,Excellent
14,M,9.5,2.746418963,4.453575251,2.905198979,4,0.605703741,Moderate,Good
18,M,2.6,2.329920223,9.618678537,8.995964528,1,0.970099724,High,Excellent
15,M,3.4,0.68499251,5.736695166,9.217702773,4,0.982692427,Low,Good
13,F,4.0,0.07442799,8.135704491,3.725317007,5,0.526929311,Moderate,Good
14,F,0.5,1.151321791,6.028665524,2.281903155,1,0.845186698,Low,Poor
18,M,5.0,0.424646553,9.80652594,6.082835132,4,0.08516577,Moderate,Good
17,M,1.2,2.131162942,4.60902315,7.827187021,3,0.531154622,High,Poor
18,M,4.0,1.98339176,6.986480902,9.060024096,1,0.678900059,High,Average
14,M,3.5,0.131914925,6.568286752,10.09945009,4,0.56472882,Moderate,Excellent
14,F,7.7,2.509781337,5.956140714,8.105374273,3,0.230720994,High,Average
18,M,8.0,0.746229799,7.873203945,3.108806086,1,0.062657986,Low,Average
13,F,1.5,1.296681226,4.786334461,8.825816721,4,0.386669285,Low,Good
16,M,3.7,2.003801206,8.299974509,11.84176643,5,0.647642498,High,Excellent
14,M,3.7,1.288256361,9.883552743,11.05584585,1,0.991713074,Moderate,Excellent
18,M,1.5,1.323863408,8.827352287,10.71668909,1,0.236533451,Moderate,Average
18,M,8.0,0.196883986,9.160100517,5.021701534,3,0.91778991,Low,Poor
15,M,7.1,1.204330648,6.157820459,9.507881765,4,0.0682614,High,Poor
16,F,1.9,2.29454368,5.949319639,10.51103446,5,0.930989274,High,Good
17,M,3.7,2.745529012,7.102290128,8.783262046,3,0.832366768,Low,Poor
13,M,1.1,1.240491411,4.274359689,4.505617566,1,0.020945353,Moderate,Poor
17,M,6.3,1.270757481,9.672148807,11.53833972,3,0.298185374,High,Average
16,F,1.2,2.107881319,4.862711038,6.508194115,3,0.050956654,Moderate,Poor
16,F,9.9,2.828316003,9.418078235,3.298055587,3,0.995505872,Moderate,Excellent
16,F,7.8,0.801182821,4.501493332,3.097778951,1,0.427844005,Low,Average
17,F,3.9,1.32043262,8.935749566,8.475189873,2,0.66217352,Moderate,Average
16,M,5.8,2.387919731,4.911775155,6.377096464,3,0.234190575,Low,Poor
18,M,9.1,1.829080708,4.228789685,2.944838752,2,0.933736239,High,Excellent
17,M,5.5,0.331759032,8.316936702,9.403645722,5,0.274174089,Moderate,Excellent
16,F,1.7,1.883198207,5.681591801,9.993251673,5,0.260214607,Low,Poor
18,M,3.8,0.560238854,8.286976917,9.254156308,5,0.314600096,Low,Excellent
15,M,8.4,1.530647802,7.330511503,4.022608777,4,0.462489165,Moderate,Good
16,F,6.4,1.587309803,4.652844341,8.89775456,1,0.018532726,Low,Good
17,F,6.5,2.628610087,9.59278044,2.107228029,2,0.5978375,High,Poor
14,F,8.7,1.387482822,6.713885049,5.051121397,4,0.031665797,Moderate,Average
16,M,8.9,0.838327267,8.406683667,5.988215314,2,0.539202488,High,Average
14,M,9.2,0.692899045,7.006123432,10.35246949,1,0.457884902,Low,Excellent
18,F,0.9,2.62275563,7.62616885,5.903943731,3,0.242547058,High,Good
15,M,5.4,0.513032563,5.816641554,2.112694462,4,0.329768017,Low,Average
13,F,7.4,1.277605683,5.202161824,5.523464118,1,0.705659811,Low,Excellent
15,F,7.6,0.561519345,7.25542122,6.989240984,4,0.00959752,High,Good
16,M,6.1,2.31991212,6.641313838,11.49004787,5,0.316647138,Moderate,Average
14,F,1.7,1.42311792,6.340679281,11.41034304,4,0.680297254,Moderate,Excellent
14,F,8.0,1.053431072,8.035403171,3.808740382,3,0.152273865,Moderate,Poor
17,F,7.2,1.083298922,8.143039792,3.851465417,3,0.560385654,High,Poor
14,M,0.9,2.55664262,4.275520337,3.633814565,2,0.168932928,High,Average
17,F,4.6,1.661321863,6.032466965,9.889219324,4,0.154761877,High,Excellent
18,F,1.7,2.153603553,6.470587301,2.060220404,5,0.772280096,High,Good
13,F,3.4,2.691115549,4.581352967,3.271771982,3,0.266525353,Moderate,Poor
16,F,0.2,2.705225028,5.4154052,7.379596316,2,0.375769119,Moderate,Good
17,F,4.0,0.985527163,4.309850783,4.475620669,5,0.730018066,Low,Excellent
13,F,5.5,2.857353789,9.977452592,2.923564582,5,0.179519601,High,Poor
14,F,6.2,0.074627646,8.419343218,5.598780123,5,0.531737021,Moderate,Average
14,M,6.6,1.130506683,4.524700939,4.742076051,1,0.917819664,Moderate,Poor
13,M,8.4,2.687396573,4.121496279,7.111043065,3,0.553826819,Moderate,Average
14,F,2.2,0.823910639,8.315726801,11.79233594,1,0.048845767,Moderate,Good
18,M,1.2,0.819244351,6.635152994,3.243046368,1,0.589697275,Moderate,Poor
18,M,8.5,0.907866855,8.720780254,5.727267048,3,0.0901534,Moderate,Excellent
13,F,1.6,1.836940155,9.540856227,11.31985018,4,0.28212454,High,Good
17,M,9.7,1.314998327,7.595802334,10.76873043,2,0.849675105,Low,Good
17,F,8.4,2.180204509,5.122650538,5.942710348,3,0.011069128,Low,Average
13,F,5.0,2.684731928,8.693164216,8.989532645,2,0.077013309,High,Excellent
17,F,9.8,2.022598125,9.734870459,2.878570136,4,0.363364129,Moderate,Good
17,F,1.0,0.613400161,7.481387722,9.125410555,3,0.99939588,High,Poor
18,F,3.0,2.798045707,8.091984684,11.72857729,5,0.291863906,Moderate,Average
17,M,6.4,0.79347862,6.02484817,7.374881528,3,0.157274619,Moderate,Excellent
15,F,3.5,0.449682886,6.289166168,6.98490227,4,0.549422133,Moderate,Average
16,M,9.3,0.269901837,8.407926987,3.873186197,1,0.519255022,Moderate,Average
14,F,0.7,1.690151222,9.56662659,8.337881989,3,0.449619588,Moderate,Good
15,F,5.5,0.341287387,7.773930323,7.904372808,5,0.946653752,High,Poor
17,F,5.9,0.416327652,8.739087451,8.519330595,3,0.280149371,High,Poor
18,M,6.5,0.900091442,5.029810104,2.260832867,1,0.293324229,Low,Excellent
13,F,2.6,0.844959029,5.271754542,7.487234883,3,0.140256971,Moderate,Excellent
17,F,3.6,1.812718531,7.192208121,7.949348435,5,0.697288018,High,Poor
18,F,8.4,2.450235838,5.059325153,4.075301354,4,0.321369471,High,Average
16,F,1.9,2.284048969,7.809970421,4.083328575,5,0.802740293,Moderate,Average
17,M,8.3,0.787453364,5.749919112,4.762181685,4,0.971757877,Moderate,Poor
13,F,5.6,0.735931494,8.749195712,9.117215917,5,0.043685242,High,Good
18,M,7.6,2.89737459,8.84866208,8.062660635,2,0.99312189,Moderate,Average
18,F,7.1,0.024708725,6.782724735,10.45762646,3,0.254104226,High,Poor
18,M,2.1,2.639161599,5.08486381,4.956585718,3,0.420110357,Low,Good
16,M,5.7,0.599185557,7.880649766,11.1206806,1,0.777743354,Moderate,Average
17,F,8.7,2.841852969,9.95672211,9.43706162,2,0.665331142,Low,Excellent
16,F,4.3,1.026921854,7.735545388,5.9501167,1,0.778436921,Low,Average
14,M,9.7,1.321055322,4.214648144,2.952620656,3,0.466332016,Low,Average
14,F,4.5,2.121361842,4.103763855,4.569836625,1,0.916067079,Moderate,Poor
17,F,1.4,1.763007154,5.922171823,11.56768217,4,0.789940805,Low,Average
16,F,3.9,0.953817989,5.174702841,5.103633759,2,0.309227975,High,Average
13,M,9.5,1.661492748,8.878307243,5.299009601,5,0.948480221,High,Good
18,F,3.2,2.192120653,9.068834002,3.895889311,4,0.961054193,Moderate,Poor
18,F,8.7,0.127004838,5.551712628,10.06850601,5,0.415053556,Moderate,Good
17,F,8.8,0.033597916,5.953868662,4.756442302,1,0.651960488,Low,Excellent
14,M,3.5,1.374200817,5.417481806,5.302582484,3,0.814768535,Moderate,Average
14,F,0.8,0.395509853,9.450295284,6.143481084,4,0.817300717,High,Poor
18,M,7.2,1.993032874,7.015896008,6.337282798,2,0.014123545,High,Excellent
17,F,3.1,0.642157369,7.936822264,6.113407904,5,0.629013633,High,Poor
16,M,7.8,1.29855332,6.49289252,7.037436954,4,0.973699297,Moderate,Average
14,F,4.4,0.593012811,7.786085161,10.1451288,3,0.231347148,High,Poor
16,F,4.9,1.645450757,6.31513226,10.19285041,2,0.795608859,Moderate,Poor
14,M,7.8,0.348160378,6.038070626,9.983131338,2,0.534247621,Low,Good
14,M,3.8,0.069320558,7.806880439,3.011248391,5,0.221470211,High,Poor
15,M,4.4,0.153394914,7.546372468,9.996788033,4,0.051037974,Low,Poor
14,F,3.8,2.862775325,5.761167725,3.202517735,4,0.759921711,High,Good
13,F,3.7,0.426858656,4.896090702,3.247237701,2,0.31647035,High,Average
17,F,5.3,2.125434759,6.211460163,11.47862772,1,0.375586028,High,Excellent
17,F,8.1,0.203778613,6.491185835,10.19397845,2,0.485231053,Low,Good
16,M,3.6,0.324481057,7.772106001,7.524104669,3,0.507194903,High,Average
14,F,5.2,1.526628754,9.487172582,10.74970204,4,0.206185577,Low,Average
13,F,6.7,1.39461279,4.217108785,11.89364643,5,0.67064199,Moderate,Excellent
16,F,2.7,2.854740928,5.461966075,8.106420666,4,0.69253998,High,Average
15,F,2.8,2.834506359,5.162295654,8.12898437,2,0.142300924,High,Good
16,F,9.3,2.338825928,7.013766452,9.544270292,3,0.53290954,Low,Average
16,F,7.2,1.80630549,6.578204842,4.321389524,1,0.609259348,High,Excellent
14,F,5.8,1.364880952,8.374225743,3.671248615,4,0.186251543,Moderate,Excellent
15,M,6.5,1.068535603,5.454495475,9.5958075,2,0.894462127,High,Good
16,F,0.3,2.841262641,7.566990194,5.44904795,2,0.482825861,Moderate,Good
13,F,6.2,1.808726434,9.303143582,3.350703563,2,0.115028358,Moderate,Average
13,F,5.1,1.737217583,9.46406644,5.148777259,3,0.334396178,High,Excellent
17,F,5.5,0.695703365,9.752707628,5.586368679,2,0.476960448,High,Excellent
15,M,3.6,0.140093454,8.639566912,11.6522766,2,0.010144153,Moderate,Average
15,M,0.8,2.835565739,9.435927438,8.979597111,2,0.031909876,Moderate,Excellent
17,M,1.9,0.941205777,5.407185232,7.308563174,4,0.055520595,Moderate,Good
16,M,9.5,1.32776707,5.185485666,11.68873139,2,0.538135226,High,Good
15,M,4.1,0.343919831,4.038928503,11.0313974,3,0.336088196,Low,Average
13,M,4.7,2.51077299,8.241066145,7.120008566,4,0.893104048,High,Average
13,F,0.5,0.082895499,9.624803127,11.05679635,2,0.559233872,Low,Average
14,M,0.4,2.501972286,5.12161207,6.043046581,1,0.759896329,Low,Good
15,M,7.2,0.420855038,7.821661453,4.304206654,3,0.687133177,High,Good
16,F,5.4,2.659692338,8.478758555,4.326781768,1,0.520320727,Low,Excellent
17,M,5.1,2.189317912,9.565685411,8.623155244,3,0.74472044,Moderate,Good
17,F,2.4,0.494010788,7.881161344,7.010703207,1,0.544705703,High,Average
16,F,7.4,1.697453979,9.821762396,8.58950847,2,0.385456305,Low,Poor
18,M,1.7,0.937968943,6.068038846,8.860759643,1,0.435804833,Moderate,Poor
14,F,1.9,0.534699297,6.099571203,2.223228729,1,0.83850134,Low,Poor
17,M,4.6,2.577546598,7.25807506,2.540395923,3,0.563273558,Low,Poor
15,M,2.9,1.2105683,6.301011287,7.326777266,2,0.377296148,Moderate,Poor
14,F,2.5,1.195631143,4.00855437,3.910354778,3,0.179743152,Moderate,Good
15,F,6.5,0.509660024,8.390632151,8.325337688,2,0.495357842,High,Average
13,M,6.5,1.149197028,8.510302249,7.521857392,5,0.25240411,Low,Average
14,F,8.2,2.614850539,8.481847628,7.857603584,4,0.955579878,High,Excellent
17,F,4.2,1.089386131,6.070124,5.024553798,4,0.490982085,High,Average
14,M,0.7,2.854810687,7.13373684,8.398435063,3,0.008948274,Low,Excellent
14,M,2.7,2.838926698,6.159841109,10.29492636,2,0.092877189,Low,Average
14,F,9.8,0.434695978,4.0962184,11.98071254,1,0.284324492,High,Excellent
18,M,6.0,0.531933761,7.374693648,10.38444386,4,0.092162842,Moderate,Excellent
14,M,7.1,2.588022211,4.742563997,7.574987597,3,0.893962225,High,Average
15,M,0.1,1.178282757,4.480247945,3.934295917,3,0.854351567,Low,Poor
13,M,5.2,0.013121947,8.532994412,8.814458761,3,0.970861509,Moderate,Average
16,M,0.4,0.821615459,4.057037215,11.37653786,2,0.706465614,High,Average
14,M,5.7,1.79288698,9.754050662,4.118665397,3,0.645464546,Low,Poor
17,M,9.2,2.397797898,7.091532185,4.559956205,5,0.923496638,Moderate,Average
14,F,9.7,0.400165851,9.898098584,3.490085434,1,0.946393145,Moderate,Excellent
17,M,5.4,0.331624093,4.347985435,9.367216436,3,0.877487843,Moderate,Poor
15,F,4.6,2.766277961,7.501177293,6.065615034,2,0.861472844,Low,Poor
17,F,9.5,2.253445103,6.095962216,2.626956389,1,0.671703255,High,Good
16,F,6.7,1.769338802,9.060894957,10.74949991,1,0.001605947,Low,Excellent
13,M,0.6,2.30756037,6.167336411,7.576719047,4,0.42951705,Low,Excellent
17,M,4.7,1.286563084,5.562925474,5.31094292,3,0.635662771,Moderate,Average
17,F,2.4,2.275367242,9.145318763,5.439829761,3,0.54712738,High,Average
13,M,4.7,1.115408974,6.24791855,4.902512202,2,0.82112663,Moderate,Excellent
16,F,4.6,0.732283717,4.100999919,6.554801724,5,0.818902277,Low,Excellent
14,M,5.8,2.187040264,6.341734605,5.370416885,5,0.598682009,Moderate,Excellent
17,M,3.6,1.259016876,7.927133614,7.479463041,4,0.021994053,Low,Average
13,F,1.6,2.944131313,5.526157233,9.735172523,5,0.369329952,Low,Excellent
15,F,5.0,1.048455547,6.591925555,8.744612834,2,0.228816585,Low,Excellent
13,F,8.3,2.765182262,4.34029083,4.944568928,4,0.338788109,Moderate,Poor
15,M,6.6,2.798887646,7.528556749,7.287410115,3,0.617292655,High,Excellent
16,F,3.4,0.725558841,8.537769543,10.4012616,5,0.066461903,Moderate,Good
14,M,9.4,2.394663545,6.479875368,2.682062347,2,0.022242049,Low,Average
13,M,9.1,1.299223515,6.521395797,2.78297267,2,0.436872916,Moderate,Poor
18,M,2.1,2.752574182,4.529694992,7.56170068,3,0.793573832,Low,Excellent
17,F,0.4,1.350372818,5.211645187,8.391151284,2,0.030698575,High,Excellent
16,F,7.4,2.232911152,4.928051819,4.114130158,4,0.849048585,High,Poor
13,F,8.3,1.400902227,6.890126612,9.452201267,4,0.383879633,Low,Poor
17,M,9.7,0.683402267,7.175533246,8.46263377,1,0.118235429,High,Poor
13,M,8.9,0.598050387,9.693640788,11.23289268,3,0.567497729,Low,Good
15,F,6.0,1.276293583,4.439389026,3.689542019,2,0.952360561,Moderate,Good
13,M,5.3,2.266483971,7.599207839,9.513742654,5,0.542512899,Moderate,Poor
18,M,0.3,1.815214456,7.158991164,2.836430906,4,0.686634756,High,Excellent
13,F,2.5,2.06588787,7.097398588,7.652924095,3,0.816421287,High,Average
13,F,4.6,0.846979052,9.238955724,7.518951395,3,0.799340122,Low,Good
18,F,6.3,1.444306038,5.233230824,5.883850446,4,0.073118729,High,Average
16,M,5.6,0.133185795,4.244639646,10.44571148,1,0.740995413,High,Average
13,M,7.4,2.452597248,8.033629046,2.043706448,3,0.949449566,High,Good
18,M,2.8,2.969676487,6.070944785,7.201794019,2,0.700652234,Low,Average
17,M,5.6,1.220637188,4.105539497,4.171535498,5,0.836442894,Moderate,Excellent
15,M,0.9,0.032890959,5.508244044,9.434986191,5,0.485549701,Low,Good
15,F,4.1,0.509377919,5.855960645,2.430674263,4,0.319069326,Low,Good
13,M,7.5,1.957580633,7.701030261,10.31554688,3,0.676239223,High,Average
16,M,6.9,1.836237955,5.035514764,10.38092227,5,0.492199978,Moderate,Average
16,M,9.9,2.363594159,6.478326088,10.32866012,3,0.895288856,Low,Poor
17,F,2.8,0.761652033,6.894852667,3.525685267,4,0.974381969,High,Good
13,F,5.0,2.290895747,6.755424348,8.304065186,1,0.819802068,Low,Average
15,F,3.3,2.063952065,9.8436446,2.143673592,5,0.992679617,High,Excellent
16,M,4.4,0.968443493,4.273025427,10.47962591,2,0.348370598,Moderate,Good
13,F,8.6,1.636464444,9.705809119,9.229751935,4,0.895755379,Moderate,Poor
16,F,6.8,0.441821425,7.491623284,7.311537309,1,0.329933629,High,Excellent
18,F,8.8,1.35769351,8.77436629,9.305914331,2,0.118038075,Low,Poor
16,M,2.0,2.643592019,6.582355708,2.943240967,2,0.621373695,Low,Poor
15,F,8.7,1.263574139,6.723027288,7.286558322,5,0.454988634,Moderate,Excellent
14,M,0.6,2.518700119,9.275958994,4.912764918,3,0.921699233,Low,Poor
17,M,8.9,1.770760096,9.375606978,11.72619463,4,0.492193888,High,Poor
17,F,3.3,0.575630139,5.432133289,10.57117951,2,0.927632579,High,Poor
15,M,3.1,1.743318734,5.195451272,9.332756958,5,0.078633867,High,Poor
16,F,5.1,1.517949987,6.977411043,11.33747635,1,0.830511836,Moderate,Poor
13,M,9.4,1.195924006,9.401662163,5.468433046,2,0.759114268,Moderate,Good
16,F,0.5,0.358891319,5.93413056,11.00879899,1,0.719978273,Moderate,Average
15,F,3.5,1.250125992,7.912087692,5.252382321,4,0.355135855,High,Good
17,F,8.6,0.218287129,8.248910126,9.327967197,5,0.783759636,Moderate,Good
16,M,4.0,0.296307154,8.672047989,9.364169118,1,0.483296579,High,Average
17,F,2.0,1.247749599,7.383546748,2.183498765,3,0.715203511,Low,Average
13,M,4.2,0.916144446,6.41473107,5.610596983,1,0.552227147,Moderate,Excellent
17,F,3.9,2.776632978,9.802095933,2.194326724,1,0.157439705,Low,Poor
17,M,9.2,1.127117416,7.66798452,11.97092018,5,0.06455859,Low,Average
14,M,7.6,2.273574366,8.37139127,3.221967618,5,0.366186651,Moderate,Excellent
